pl_pnum	pl_orbper	pl_orbsmax	pl_orbeccen	pl_orbincl	pl_bmassj	st_metfe
2	59.980627	0.312				-0.026
2	67.968015	0.313				-0.223
4	68.16101	0.314				-0.618
2	67.3	0.316	0.12		0.784	0.25
2	67.093408	0.316				-0.157
4	67.831024	0.319				-0.311
2	74.72	0.32	0.13	90	0.0532	-0.04
7	59.73667	0.32		89.71		-0.12
2	62.784697	0.326				-0.045
1	68.27	0.33	0.12		0.77	0.1
1	63.33	0.33	0.03		1.22	0.16
3	66.0634	0.33		89.73	0.013	0.05
2	76.050178	0.332				-0.034
4	124.26	0.3343	0.055	59	0.046	0.05
2	75.765	0.3351	0.22		0.04059	0.16
2	74.920137	0.336				-0.12
1	71.484	0.339	0.114		7.03	0.34
2	64.00205	0.339	0.19	89.93		0.01
2	92.743711	0.341				-0.26
4	90.309	0.3499	0	90	0.015	-0.4
6	77.61130017	0.3506		89.708	0.03168	0.07
1	83.9151	0.353	0.3354		10.98	-0.774
1	66.262	0.3553	0.1181	89.929	0.211	-0.2
2	88.255055	0.356				-0.138
2	67.844469	0.356				-0.106
5	87.090195	0.359				0.238
1	246.36	0.36	0.345	56.6	28.5	
2	75.29	0.36	0.73		0.77	0.21
1	111.7	0.36	0.29		2.1	
2	72.379334	0.36				-0.489
3	66.5419	0.36	0.0186		0.01353	
4	122.6196	0.36175	0.11		0.06636	0.02
1	75.523	0.363	0.252		0.26	0.17
2	76.732171	0.364				-0.302
2	69.7546	0.37	0.833	88.95	2.5	0.176
3	77.095691	0.372				-0.039
6	94.2	0.3753	0		0.034	0.11
3	87.517905	0.377				0.02
2	91.773242	0.38				-0.291
2	83.488369	0.381				-0.027
1	86.647661	0.382	0.772	89.66	1.45	0.27
3	85.312	0.384	0.014		0.013	-0.079
4	81.0659	0.386	0.012	89.13	0.013	-0.073
1	82.467	0.389	0.389		3.76	0.04
2	83.446393	0.391				-0.114
3	92.876125	0.392				-0.299
2	82.20017	0.393				
3	96.678988	0.397				-0.188
3	87.6451	0.4			6.8	-0.076
2	105.356383	0.401				0.415
2	96.101141	0.402				-0.403
4	99.640161	0.404				-0.156
1	95.2738	0.407	0.11	89.99	0.84	-0.01
1	112.3053	0.409	0.04	89.94		-0.37
2	102.54	0.4123	0.052		0.07866	-0.31
2	91.353282	0.414				-0.094
4	94.44	0.415	0.04		0.451	0.35
7	91.93913	0.42		89.79		-0.12
1	101.54	0.422	0.28		10.78	-0.07
5	122.3874	0.427		89.98	0.113	-0.37
5	129.9441	0.432	0.04	89.96		-0.26
2	125.94	0.435	0.31		0.17	-0.14
3	100.283134	0.448				
1	111.4357	0.449	0.9332	89.32	3.94	
1	103.95	0.45	0.307		5.76	0.12
2	107.723601	0.457				0.106
1	122.1	0.46	0.34		0.05	-0.26
1	118.45	0.46	0.37		0.65	0.23
2	88.9	0.46	0.05		1.38	0
3	98.2114	0.46			0.01227	
1	105.599	0.4632	0.032	89.442	0.384	-0.11
6	118.3807	0.466	0.15	89.87	0.079	-0.041
3	217.21	0.47	0.55		0.02423	-0.09
2	120.8	0.4756	0.1528		1.37	0.39
2	110.979	0.4757				0.2
3	123.01	0.476	0.35		0.072	-0.01
1	143.58	0.477	0.14		0.37	0.15
7	124.9144	0.48		89.77		-0.12
2	135.498527	0.48				-0.035
1	116.6926	0.481	0.399		7.4	-0.09
2	114.73635	0.481	0.036	89.274	1.02	-0.17
2	125.596809	0.488				-0.097
1	93.4	0.49	0.06		1.5	-0.03
1	133.71	0.49	0.511		3.37	0.1
6	122.744	0.4929	0.119		0.0722	0.08
1	131.05	0.495	0.708		9.71	0.14
1	177.6693	0.495	0.11	89.94		-0.01
2	125.63243	0.4988	0.39	89.845	0.97	-0.01
1	119.6	0.5	0.35		1.05	0.21
3	143.34394	0.5	0.022	89.841	0.073	0.18
2	127.282184	0.503				-0.238
4	147.02	0.509	0.29		0.01501	-0.4
3	130.194	0.509	0.008		0.024	-0.079
3	125.8518	0.51		89.794	0.42	0.05
2	110.9	0.5137	0.3		0.15	0.545
1	116.596	0.522	0.207		5.14	0.03
1	130.08	0.524	0.24		0.52	0.022
1	141.6	0.53	0.1		1.08	0.07
1	139.35	0.53	0.076		5.78	-0.5
3	154.378	0.53364	0.054		0.675	-0.44
4	162.87	0.538	0.18		0.01237	
1	137.48	0.539	0.26		1.11	0.28
1	133.6	0.54	0.04		2.9	-0.57
2	152.6	0.54	0.02		0.17	-0.12
3	147.73	0.545	0.164		1.28	0.26
5	256.2	0.549	0.08		0.014	-0.55
1	149.61	0.554	0.19		0.04531	-0.09
1	178.1396	0.563	0.03	89.95		0.02
1	124.6	0.565	0.23		9.18	-0.31
2	140.101261	0.566				-0.19
2	161.97	0.57	0.13		0.56	
3	160.018032	0.571				0.147
2	151.884058	0.573				-0.279
1	153.22	0.576	0.001		1.061	-0.22
2	157.072878	0.586				0.154
1	163.967	0.59	0.6		4.73	0.11
1	157.54	0.59	0.01		3.04	-0.15
5	197.8	0.6	0.29		0.0223	-0.31
1	131.458	0.60347	0.042	90.76	0.127	-0.34
1	148.6	0.609	0.38		1.47	-0.17
1	127.58	0.614	0.05		5.9	-0.26
1		0.62			0.01	
3	197	0.63	0.07		0.057	-0.05
2	194.3	0.64	0.17		0.85	
1	207.2482	0.64	0.1	89.97		-0.57
2	242.4613	0.64	0.14	89.85		-0.29
2	188.9	0.65	0.29		2.25	
1	138.317	0.652	0.0702	90.05	0.531	0.21
2	192.9	0.654	0.06		1.82	0.09
2	191.2318	0.676	0.039	89.588	0.02	-0.17
3	247.35373	0.677				-0.556
2	237.6	0.68	0.19		0.33	-0.07
1	136.75	0.68	0		2.8	-0.205
2	226.93	0.6813	0.1684		0.1872	
1	225.7	0.6873	0.3		0.21	0.38
4	201.99	0.689	0.048		1.33	0.35
2	198.4	0.69	0.06		2.5	-0.2
3	257.8	0.698	0.32		0.03304	-0.3
1	181.4	0.7	0.027		3.2	-0.03
1	228.776	0.7048	0.0069	90.032	0.333	-0.3
1	232.08	0.706	0.163		2.68	-0.12
7	210.60697	0.71		89.8		-0.12
5	267.291	0.718		89.9	0.11	-0.37
1	144.3	0.72	0.09		1.98	0.03
1		0.72			0.83	
2	223.6	0.721	0.24		0.36	0.29
2	190.323494	0.721				-0.026
2	223.3	0.73			6.97	0.44
1		0.73			0.72	
1	218.47	0.74	0.404		3.18	-0.17
2	220.078	0.74345	0.3663	90	1.959	0.3
1	192	0.747	0.05		6.575	-0.36
1	227	0.757	0.297		1.8	-0.03
1	157.57	0.76	0.085		1.7	0.15
1	176.3	0.76	0.112		2.9	-0.14
1	177.11	0.76	0.066		7.6	-0.02
2	224.784608	0.761				0.005
2	201.9	0.77	0.26		1.06	-0.26
1	268.94	0.777	0.29		1.47	0.1
5	262	0.788	0.305	90	0.141	0.31
1	240.503	0.7903	0.0359	89.443	0.00063	0.09
2	265.469335	0.791				-0.403
2	248.4	0.8	0.075		1.9	0.05
1		0.8			12.569	
2	262.709	0.8079	0.3768		2.176	0.36
2	258.19	0.81	0.233		1.59	0.28
2	225.62	0.81	0.31		2.88	0.21
1	184.02	0.81	0		2.7	-0.359
1	184.2	0.81	0.02		8.2	0.31
3	241.258	0.827774	0.2596		1.981	
1	282.5255	0.828	0.41	89.83		-0.078
1	185.84	0.83	0		4.8	-0.24
2	255.87	0.83	0.435	90	17.4	0.37
1	187.83	0.83	0.191		1.5	
1		0.84			0.05663	
1	264.15	0.846	0.252		4.01	0.15
1	289.8623	0.849	0	89.764	0.113	-0.29
1	269.3	0.87	0.432		7.1	-0.25
1	298.2	0.87	0.57		0.89	0.17
1		0.87			1.85	
1	282.4	0.875	0.26		0.48	0.21
1		0.883			0.0073	
1	330	0.89	0.36		0.223	0.18
2	345.72	0.89	0.52		1.42	0.1
1	279.8	0.896	0.27		1.37	0.19
2	342.85	0.8972	0.0974		0.6579	
1		0.9			0.02108	
1		0.9			0.39	
1	312	0.91	0.15		2.13	
1	256.78	0.918	0.673		8.44	0.26
1	416	0.92			1.9	
1	324	0.92	0.46		2.83	0.07
1	327.8	0.92	0.83		0.6	0.4
1		0.92			0.02895	
4	310.55	0.921	0.0666		0.5219	0.263
1	331.5	0.93	0.16		0.96	
1	270	0.94	0.63		6.43	0.37
1	358	0.94	0.24		0.64	
1		0.94			0.01007	
1	380.85	0.947	0.75		1.99	0.04
1	199.505	0.95	0.09		8.3	
1	325	0.96	0.35		3.58	0.32
1	361.1	0.99	0.03		0.9	-0.3
2	303.137	0.991	0.411	89.825	28	-0.25
1	335.1	0.995	0.289		9.88	0.245
1	392.6	1	0.2		0.91	-0.2
2	352.3	1	0.15		0.73	-0.08
3	431.7	1.01	0.27		0.5267	
7	331.60059	1.01		89.6		-0.12
2	349.7	1.02	0.17		1.25	0.09
2	391.9	1.02	0.16		0.82	
1	363.2	1.02	0.41		0.34	-0.12
1	383.7	1.03	0.36		1.16	-0.27
1	297.3	1.03	0.33		0.61	-0.07
2	379.1	1.03	0.28		2.25	
3	603.95116	1.0304	0.373		0.0925	0.1
1	385.9	1.032	0.092		5.59	0.12
2	395.8	1.038	0.082		1.29	0.19
1	384.843	1.046		89.806		0.21
1	386.3	1.05	0.5		1.62	0.21
1	352.7	1.05	0.07		1.4	0.21
1	326.6	1.06	0.12		1.3	0.05
2	421	1.07	0.294		3.18	0.06
1	341.7	1.073	0.13		1.15	0.25
1	433.7	1.08	0.19		6.5	-0.74
2	352.2	1.08	0.17		3.06	0.25
2	453.019	1.084	0.303	30	1.769	
1	299.36	1.086	0.05		6.92	0.15
1	288.822	1.0896	0.182	90.355	0.22	-0.07
1	359.5546	1.096	0.84785		10.57	0.17
1	388	1.1	0.34		9.1	-0.12
1		1.1			4.8	
1	357.8	1.1	0.09		2.4	0.36
1	277.02	1.1	0.106		1.7	-0.24
1	439.3	1.105	0.09		0.502	0.315
1	434.5	1.13	0.2		2.89	0.09
1	499.48	1.134	0.549		1.56	-0.26
1	598.3	1.135	0.3		0.328	0.08
1	442.19	1.138	0.476		1.29	0.214
1	692	1.15	0.11	45	2.5	0.36
1	345.53	1.15	0.129		2.4	-0.15
1	493.7	1.16	0.144		1.1	0.21
1	323.6	1.16	0.21		2.7	-0.22
1	501.75	1.16	0.15		5.21	-0.18
1		1.16			0.0045	
1	528.07	1.167	0.8191		13.65	-0.37
1	305.5	1.17	0.031		20.6	0.14
2	437.05	1.1735	0.52		1.82	0.453
2	525.8	1.18	0.32	90	0.076	-0.04
2	441.47	1.18306	0.162	90	1.681	0.3
1	479.1	1.19	0.38		3.88	-0.46
1	356	1.19	0.041		2.3	0.14
1	472.3	1.19	0.61		0.58	0.03
2	360.2	1.19	0.13		2.37	0.01
1	418.2	1.19	0.1		2.51	0.27
1	428.5	1.19	0.144		8.78	
1	354.8	1.2	0.094		1.9	
1	311.6	1.2	0.129		1.6	0
1	492.3	1.2	0.096		0.33	-0.2
1	480.5	1.2	0.07		6	-0.323
1		1.2			3.9	
1	380.8	1.2	0.25		1.8	
1	461.2	1.203	0.137		1.5	0.289
1		1.21			11	
1	704.1984	1.219	0.041	89.965		-0.25
1	373.3	1.22	0.111		2.3	-0.21
2	406.6	1.2218	0.009		1.49	0.545
1	436.9	1.23	0.112		1.8	-0.02
2	663.2	1.24	0.14		0.36	-0.24
5	637.2093	1.24		90		-0.136
1	456.1	1.25	0.08		3.09	-0.03
1	387.1	1.25	0.168		1.7	-0.11
1	466	1.26	0.3		0.5	0.16
1	428.1	1.271	0.06		1.56	0.42
1	511.098	1.275	0.7124		8.82	0.29
1	499.4	1.28	0.34		2.73	-0.01
1	526.62	1.28	0.903		1.56	0.2
1	482	1.28	0.11		5.01	-0.18
2	567.94	1.282	0.49		0.33	0.23
1	326.03	1.29	0.231		19.4	-0.35
1	535.6	1.29	0.35		9.4	-0.49
2	408.6	1.291	0.46		2.24	-0.2
1	481.9	1.3	0.2		6.4	-0.71
1	578.2	1.3	0.21		4.2	-0.46
1	606.4	1.3	0.24		2.7	-0.18
1	533	1.3	0.64		6.1	-0.32
2	572.4	1.3	0		1.26	-0.12
1	498.9	1.3	0.71		0.68	0.34
1	417.9	1.3	0.11		6.7	-0.094
1	466.2	1.305	0.063		1.37	0.27
1	431.8	1.31	0.101		3.1	0.09
1	464.3	1.32	0.255		2	-0.07
1	528.4	1.32	0.26		1.21	0.06
1	420.77	1.32	0.089		1.7	0
1	550	1.32	0.59		1.98	-0.49
2	452.8	1.333	0.09		1.99	-0.03
4	636.13	1.334	0.16		0.01237	
1	655.6	1.34	0.54		5.1	-0.03
1	572.38	1.347	0.725		7.75	-0.029
1	491.54	1.36	0.23		2.3	0.03
1	615	1.36	0.19		0.29	0.28
3	559.4	1.37	0.46		3	0.23
2	559.3	1.37	0.048		10	-0.2
1	479	1.39	0.09		1.6	0.04
1	597.065	1.397	0.956		1.43	0.01
1	443.4	1.4	0.06		2.6	0.2
1	396.03	1.4	0.257		22	0.2
1	647.3	1.4	0.3		4	-0.24
1	522.3	1.4	0.19		6.1	-0.27
4	580.7	1.41	0.36	87	1.57	0.36
1	623.8	1.42	0.13		0.87	-0.16
6	604.67	1.427	0.263		0.0732	0.08
2	649	1.44	0.33		1.42	-0.306
2	379.63	1.45	0.15		21.42	-1
1	628.96	1.46	0.1		6.47	-0.27
1	689	1.48	0.074		1.5	-0.46
2	577.9	1.48	0.078		0.96	0.21
1	653.22	1.4877	0.41		9.316	0.12
4	643.25	1.497	0.128		1.08	0.263
2	626.5	1.51	0.3567		3.67	0.3
1	507	1.51	0.157		1.2	0.05
1	521	1.52	0.291		1.8	0.28
1	788	1.52	0.41		0.132	-0.07
1	516.22	1.54	0.08		10.5	0.04
1	730.6	1.596	0.102		2.45	-0.15
1	672.1	1.6	0.14		11.1	-0.25
2	551.4	1.6	0.15		1.96	0.27
2	600.1	1.6	0.03		2.51	-0.26
1		1.6			0.47	
2	613.8	1.601	0.04		1.85	-0.15
1		1.61			0.07362	
1	760	1.613			23.7	
1	589.64	1.64	0.02		2.3	0.07
1	937.7	1.65	0.23		1.24	-0.08
1	562.1	1.65	0.1		2.9	0.2
1	828	1.65	0.052		0.804	-0.284
1	705	1.65	0.066		1.3	-0.31
2	641	1.6697	0.02		1.76	0.15
1	857.5	1.67	0.2		1.6	-0.09
1		1.67			2.8	
1	610	1.68	0.229		2.2	0.14
2	675.47	1.68	0.184	88	7.3	0.176
1	798.5	1.681	0.681		1.68	0.038
1	696.3	1.7	0		10.7	0.26
1		1.7			4.6	
1	1170	1.7	0		3.2	
1	605.2	1.7	0.08		7.8	-0.29
3	885.5	1.71	0.125		0.652	-0.44
1		1.72			0.27	
2	921.538	1.74	0.159	55.95	3.789	
1		1.75			0.56	
2	872.2	1.752	0.494		4	0.33
3	962	1.76	0.28		0.64	0.33
1	851.8	1.76	0.4		6.1	-0.18
1	670	1.78	0.054		2.1	0.18
1	956	1.78	0.26		0.37	-0.53
1	912	1.8	0.117		1.8	-0.06
1	780.3	1.81	0.08		1.47	0.4
4	1051.1	1.812	0.323	45	6.7	0.23
1	825.9	1.82	0.03		4.51	0.07
1	1982	1.82		52	2.56	
1	871	1.83	0.08		1.56	0.05
1	471.6	1.85	0.27		14	
1	842.2	1.88	0.22		0.74	-0.12
3	952	1.89	0.173		0.57	0.26
4	1071.23228	1.89	0.062	89.976		-0.03
1		1.89			0.88	
1	745.7	1.9	0.4		5.3	-0.26
1	792.6	1.9	0.19		1.4	
2	530.32	1.9	0.1256		24	
1	772	1.92	0.12		2.7	-0.04
1	963.6	1.92	0.778		1.79	0.29
2	1008	1.922	0.133		6.56	0.1
1	796	1.93	0.22		2.46	0.21
1	711	1.93	0.4		6.54	-0.21
1	712.13	1.93	0.2		7.32	0.69
1	594.9	1.93	0.151		7.6	
1	1001.7	1.94	0.526		6.86	-0.16
2	825	1.95	0.181		0.895	-0.15
1	1143	1.97	0.2		6.8	-0.36
1	974	1.98	0.34		5.61	
1	1046.2	1.98	0.193		3.48	0.22
1	1129	2	0.85		3.5	0.04
1	818.8	2	0.04		2.6	0.08
1		2			1.5	
2	621.99	2.01	0.18		12.47	-1
1	989.2	2.015	0.15		0.94	0
1	778.1	2.03	0.211		5.9	0.3
2	931	2.03	0.12		5.13	0.01
1	951	2.03	0.45		4.5	
1	986	2.05	0.47		0.75	0.05
1	903.3	2.05	0.049		1.85	
1	1038.1	2.07	0.18		1.9	-0.24
1	1035.7	2.07	0.22		0.79	
1	1049	2.07	0.27		0.79	0.14
2	886	2.071	0.15		1.15	0.15
2	883	2.08	0.29		0.86	-0.03
1	883	2.09	0.163		2.2	0.25
4	1069.8	2.09	0.074		1.18	0.35
3	1078	2.1	0.032		2.53	0
1	691.9	2.1	0.117		3	0
1	714.3	2.1	0.21		10.6	
1	1145	2.1	0.11		0.67	0.3
1	875.5	2.1	0.08		9.9	-0.09
1	822.3	2.1	0.07		2.4	0.2
1		2.1			0.06607	
1	1114	2.11	0.167		0.95	-0.262
2	1155.7	2.112	0.27		0.73	
2	1201.1	2.115	0.126		0.33855	0.16
1	1075.2	2.131	0.099		6.21	0.17
1	835.477	2.14	0.462		11.09	0.19
1	868	2.14	0.365		1.4	0.14
1	995.4	2.148	0.637		4.77	0.37
1	1116	2.15	0.81		1.16	0.06
3	1002	2.16	0.2		5.61	0.2
1	874.774	2.18	0.125		2.21	-0.13
1	1103	2.18	0.03		3.07	0.29
1	1260	2.198	0.256		3.06	0.03
1	1179	2.2	0.12		1.11	0.39
1	1120	2.23	0.715		6.11	0.315
2	916	2.24	0.13		1.75	0.27
2	1178.4	2.25	0.01		2.1	-0.08
1	1667	2.28	0.05		0.53	-0.48
1	1189.1	2.28	0.464		5.97	0.27
1	1362.3	2.28	0.459		2.4	-0.24
1	1275	2.3	0.82		1.11	-0.11
2	1788.5	2.3			0.73	
1	1173	2.306	0.123		1.61	0.29
1	1159.2	2.315	0.778		1.373	0.29
1	1845	2.32	0.05		0.91	
1	1256	2.32	0.29		1.82	0.21
1	1043	2.335	0.11		2.1	0.11
1	1244	2.35	0.41		0.38	0.56
1	1293	2.353	0.501		4.954	-0.04
1	1125.7	2.36	0.1		9.76	-0.13
1	1333	2.37	0.48		2.58	0.22
1	1319	2.38	0.4		13	-0.135
1	677.8	2.38	0.19		19.8	-0.12
2	1276	2.39	0.21		3.71	-0.27
2	1353.6	2.395	0.249		0.35061	0.23
1	1290	2.4	0.54		7.8	0.19
1	1214	2.4	0.44		1.5	0.34
1		2.4			0.16	
1	2288	2.41	0.21		0.82	0.3
2	1314	2.42	0.12		2.29	0.21
2	1000	2.42	0.5		2.4	-0.01
2	1818	2.44	0.2		0.93	-0.24
1	1027	2.45	0.52		0.85	0.29
1	1313	2.45	0.15		0.68	0.06
1	952.7	2.5	0.206		5.3	-0.06
3	1276.46	2.51329	0.2987		4.132	
1	1523	2.54	0.4		2.6	0.17
1	1378	2.54	0.228		2.9	0.229
2	1383.4	2.55	0.267	90	2.44	0.37
1	1058.8	2.55	0.61		20	0.29
1	1733	2.56	0.37		0.266	-0.19
1	1311	2.56	0.07		1.26	0.244
1	2557	2.59			0.25171	
1	993.3	2.6	0.08		10.3	-0.052
1	10037.5	2.6			10.5	
1	3285	2.6			0.017	
1	1531	2.611	0.482		6.92	-0.07
1	1544	2.62	0.22		1.49	
2	1624	2.659	0.239		0.99	0.19
1	1684	2.69	0.18		0.47	0.13
1		2.7			0.11012	
2	1627.5	2.708	0.37		4.21	0.29
1	1270	2.72	0.17		3.6	0.04
1		2.72			0.53	
1	1107.5923	2.7205	0.0581	90.097	1.51968	-0.14
1	1773.4	2.77	0.369		4.64	0.43
1	1299	2.77	0.09		1.9	0.23
1	1561	2.772	0.266		7.71	0.33
1	1606.3	2.8	0.259		8.52	0.3
1	1560.2	2.8	0.16		5.5	-0.15
2	1916.25	2.8	0.05		7.7	
1	1261.94	2.8	0.044	60	2	0.15
3	1862	2.807	0.16		0.696	-0.44
1	1084.5	2.81	0.13		6	0.16
2	1708	2.8145	0.031		1.812	0.36
2	1749.83	2.8373	0.2113		17.193	0.04
1	1695	2.84	0.15		0.92	0.05
1	1475	2.86	0.7		7	
1	1840	2.9	0.7		1.6	0.25
3	2172	3	0.48		0.54	0.33
1	1845	3.02	0.08		0.95	-0.11
1	1634	3.02	0.723		14.2	
1	1928	3.03	0.53		5.1	0.19
1	1770	3.067	0.074		1.103	0.232
6	2247	3.11	0.06		0.34	0.11
1		3.11			0.51	
1	1966.1	3.13	0.59		1.34	
2	1945	3.16	0.041		0.622	0.122
2	2024.1	3.167	0.0946		4.28	0.18
1	1951	3.17	0.638		18.15	0.32
1	1877	3.18	0.154		19.2	0.17
1	1973	3.18	0.465		2.82	0.31
1	2093.3	3.2	0.4		1	-0.04
1	2774	3.2			0.033	
1	2068	3.23	0.034		1.97	0.164
1	2208	3.25	0.12		1.45	-0.12
1	2157	3.27	0.241		1.78	
1		3.3			4.1	
1		3.3			0.06	
1	2209	3.36	0.16		1.06	0
1	2151	3.38	0.6405		10.27	0.048
6	2205	3.381	0.095		0.2066	0.08
1	2502	3.39	0.702	30.1	1.55	-0.13
1	1455	3.4	0.533		7.8	-0.1
1	2372	3.41	0.07		0.7	0.11
1	2443	3.43	0.08		2.54	-0.11
2	2883.5	3.43	0.19		2.3	
1		3.45			2.73	
1		3.5			0.04436	
2	2111	3.52	0.098		3.48	0.21
2	3657	3.56	0.08		0.68	-0.3
1	2496	3.56	0.1		1.56	-0.06
2	2524.4	3.58	0.184		8.08	0.33
3	2391	3.6	0.098		0.54	0
2	2102	3.6	0.33		4.04	0.21
1	2754	3.6	0.53		1.78	
1		3.6			3.8	
2	2140.2	3.712	0.341		13.38	0.51
1	2840	3.73	0.8369		16.35	0.22
1	2597	3.79	0.144		1.88	0.266
2	2720	3.814	0.013		3.366	0.336
2	2131.8	3.82	0.17		5.98	0
2	2473	3.85	0.432		8.06	0.11
1	2482.7	3.86	0.23		1.71	
2	2374	3.86	0.76		4.85	0.25
1	1630	3.9	0.13		4.1	
1	2899	3.98	0.52		2.18	0.16
2		4			0.145	
2	2915	4.01	0.313		1.56	0.25
1		4.14			0.09439	
1	3342	4.19	0.044		0.947	
1	2590	4.2	0.35		1.6	-0.19
3	3008	4.2	0.28		7.2	0.23
1	2890	4.3	0.402		11	0.08
1	2082	4.3	0.66		4.5	0.09
1		4.3			11.6	
1		4.3			2.6	
2	3070	4.35	0.239		3.57	0.3
1		4.4			3.09	
1	3117	4.43	0.4		1.53	0.01
2	3568	4.49	0.49		0.42	-0.306
1	4100	4.5	0.37		2.3	0
2	4927.5	4.5	0.15	64	0.27	
1	3630	4.59	0.572		9.61	0.03
1	2730	4.6	0.053		2.28	
2	2732	4.6	0.23		2.37	0.01
1	3658	4.74	0.22		3.15	-0.02
2		4.8			0.86	
2	3810	4.89	0.252		1.99	0.16
1	2556.5	4.91	0.59		11.1	0.15
1	3668	4.92	0.04		4.01	0.206
1	3724.7	4.94	0.51		1.45	
4	5000	5	0.26		0.66	0.35
1	3638	5.02	0.66		6.9	0.18
1	3999	5.1	0.16		1.9	-0.11
1	4218	5.15	0.02		1.88	0.03
1	3827	5.16	0.25		0.48	0.18
1	4375	5.2	0.06		4.6	0.41
4	4205.8	5.235	0.0985		1.814	0.263
2	4323	5.28	0		9.45	
1	4343.5	5.3	0	17.6	4.2	
2	4270	5.32	0.517		2.6	0.37
2	5573.55	5.35	0.08		7.33	
2	3452	5.36	0.06		2.58	-0.2
1		5.4			4.1	
1	5144	5.42	0.734		3.53	-0.09
3	5174	5.448	0.389		5.415	0.3
1	4885	5.5	0.57		3.1	-0.48
2	4850	5.5	0.71		7.79	0.18
5	4825	5.503	0.019	90	3.878	0.31
2	5584	5.6	0.39		3.4	0
1	4951	5.6	0.85		6.8	0.02
2	5000	5.8	0.12		0.82	0.28
2	5840	5.9	0.04		6.3	
2	4791	5.96	0.8115		15.1	0.19
2	3186	6.1	0.165		27	
2	5769	6.15	0.61		2.5	-0.281
1	5501	6.22	0.77		10.39	-0.13
4	7337	6.6			6.8	0.23
1	5894	6.7	0.38		2.71	-0.01
2	6005	6.8	0.21		5.3	0.09
2	6700	6.95	0.24		2.17	0.453
2	9017.76	7.7	0.14		15.04	0.1
1		8			22	
1	10220	8.19	0.39		6.05	
1		8.3			3.7	
1	7665	9.1	0.08	88.9		
2	11613	9.89	0.22		7.6	0.33
1		10.2			8.4	
3	14002	11.6	0.16		1.64	0
1		13.2			2	-0.027
4	18000	14.5				
2		14.7		50		
1		15			7.5	
1		18			0.18	
2		18.6		50		
1	17337.5	20.25	0.715		9	
1		20.3			30	0.02
1		23			2.5	
4	37000	24			10	
4	69000	38			10	
1		43.5			4	0.28
1		46			4	
1		52			24.5	
1		53				
1		55			13.616	-0.36
1		55.7			5	
4	170000	68			7	
1		92			9	
1		100			20	
1		102			11.2	
1		156			13.9	
1		157			9	
1	555530	160	0.87	55		
1		210			12.569	
1		210			16	
1		230			12.5	
1	7300000	243			14	
1		260			13.5	
1		320			16	
1		330			8	
1		330			11	
1		440			17	
1		487.1			24.09	
1		650			11	
1		670			14	
1		740			23	
1		773			21.9987	
1		800			16	
1		1168			6.28536	
1		2000			11.3	0.1
1		2500			7.5	
1	7336.5		0.26	46.2	20.95	
1	1.5089557		0	85.1	1.03	-0.3
1	4.2568		0	85.9	21.66	
1	21.169619		0.18	89.5		0.14
2	0.571308		0	80.2		0.025
2	13.341245		0	87.2		0.025
4	3.6005		0.262		0.014	0.23
4	35.39		0.125		0.025	0.23
2	2.91625		0.0133	83.4	0.851	0.41
2	446.27		0.6616		14.28	0.41
1	4.113775		0		0.45	0.05
1	2.8758911			84.55	0.368	0.36
1	359.9		0.166		4.6	0.22
1	29.01		0.11		0.02825	-0.62
1	2.2185752					-0.03
1	3.52474859			86.929		
1	6.0881		0.086		0.917	0.13
1	963		0.74		2.54	-0.09
1	1.3283		0.081		18.37	
5	15.5712			88.4		-0.11
5	31.6978			89.58		-0.11
5	156					-0.11
5	131					-0.11
5	324					-0.11
1	19.3044		0.31		0.08495	-0.07
1	1.673916		0.24	85.1		0.14
1	14.677286		0.1	89.4		0.14
1	9.915615		0.1	89		0.14
1	1.97419		0.18	88		0.14
1	3.484552		0.27	88.3		0.15
1	5.424865		0	89.1	3.7	
1	8.199796		0.14	88.7	1.9	0.29
1	8.4061				1.1	0.42
3	0.2197					
3	0.32528					
3	0.81161					
1	854.083			89.861		-0.04
1	1322.3			89.973		-0.42
2	440.7813			89.904		-0.38
1	1320.1			89.799		-0.5
1	840		0.15		11.8	-0.02
2	31.8099			89.3		-0.16
2	75.2			89.701		-0.16
1	572.3847			89.768		-0.28
2	10.95416		0.05593	89.055	0.027	0.2
2	45.294301		0	89.59	0.054	-0.15
3	6.88705				0.023	0.02
3	12.8159					0.02
3	35.3331					0.02
1	120.0181272					0.35
1	14.30511983					-0.03
1	4.33642933					0.04
1	3.55485691					0.01
1	5.28789787					-0.04
1	6.49801525					0.02
1	19.76172042					-0.4
1	5.18500207					0.03
1	12.43931193					-0.01
1	11.35011917					-0.12
1	34.2685705					-0.01
1	5.75322197					0.08
1	5.50860439					0.05
1	18.93054959					0.04
1	16.57110363					-0.06
1	16.00494214					0.06
2	1.95452434					-0.03
2	105.6551369					-0.03
1	7.23400469					0.04
1	49.1013514					-0.05
1	1.41122985					0.01
5	5.28696					0.18
5	7.07142					0.18
5	10.3117				0.012	0.18
5	16.1457				0.028	0.18
5	27.4536					0.18
1	96.9151496					0
1	13.47469571					-0.05
1	10.99469878					0.06
1	62.1387714					0.05
1	66.4162133					-0.1
1	37.3229493					-0.03
1	36.5156053					-0.02
1	1.9078052					-0.06
1	2.51462432					-0.09
1	4.41769648					0.01
2	15.9654				0.031	0.07
2	179.612				0.114	0.07
1	19.32952416					-0.01
1	1.22621732					0.03
