pl_discmethod	pl_pnum	st_metfe	pl_orbper	pl_orbeccen	pl_orbincl	pl_bmassj	pl_bmassprov	pl_radj	pl_dens	st_teff	st_mass	st_rad	st_logg	st_lum	st_dens	st_metfe
Transit	1	-0.04	26.39435646					0.275		5021	0.8	0.76	4.58			-0.04
Transit	1	-0.05	12.61190667					0.658		5559	0.92	0.89	4.51			-0.05
Transit	1	-0.03	2.53918318					0.176		5703	0.96	0.95	4.47			-0.03
Transit	1	-0.11	6.77030201					0.3		5493	0.89	0.86	4.53			-0.11
Transit	1	0.15	1.6255222					0.944		5963	1.11	1.16	4.36			0.15
Transit	1	-0.07	1.59474546					1.084		5649	0.94	0.92	4.49			-0.07
Transit	1	-0.04	20.50586978					0.314		4841	0.77	0.73	4.6			-0.04
Transit	1	0.02	3.89593684					0.871		5715	0.98	0.96	4.47			0.02
Transit	1	-0.01	22.36656079					0.258		5518	0.91	0.88	4.51			-0.01
Transit	1	0.19	7.74809437					0.531		5913	1.11	1.16	4.35			0.19
Transit	1	0.04	8.114379					0.186		3715	0.53	0.5	4.76			0.04
Transit	1	-0.01	21.81293494					0.277		5440	0.9	0.86	4.53			-0.01
Transit	1	-0.1	15.37563332					0.908		4881	0.76	0.72	4.61			-0.1
Transit	1	0	6.36584161					0.25		5700	0.97	0.95	4.47			0
Transit	1	-0.01	3.04033042					0.822		5181	0.84	0.8	4.57			-0.01
Transit	1	0.07	4.19042557					0.548		5903	1.06	1.08	4.39			0.07
Transit	1	-0.01	3.70987065					0.368		5513	0.92	0.88	4.52			-0.01
Transit	1	-0.03	16.32976218					0.328		5612	0.94	0.91	4.5			-0.03
Transit	1	-0.26	27.80756293					1.259		5330	0.81	0.78	4.58			-0.26
Transit	1	0.11	4.8854892		85.161	0.441	Mass	1.622	0.14	5933	1.36	1.97	3.98			0.11
Transit	1	0.04	80.8720639					0.534		5692	0.98	0.96	4.47			0.04
Transit	1	0	10.35533177					0.253		5343	0.88	0.84	4.54			0
Transit	1	0	10.52629406					0.818		5419	0.9	0.86	4.53			0
Transit	1	0.05	4.58352176					0.732		6185	1.18	1.27	4.29			0.05
Transit	1	0.09	3.76182115					0.233		5616	0.97	0.96	4.46			0.09
Transit	1	0.07	56.0560538					0.188		3722	0.53	0.51	4.75			0.07
Transit	1	-0.06	41.40831347					1.175		5394	0.87	0.84	4.54			-0.06
Transit	1	-0.12	2.23749275					0.119		5099	0.8	0.76	4.58			-0.12
Transit	1	0.01	3.16789194					0.261		5692	0.97	0.96	4.47			0.01
Transit	1	-0.08	16.08524954					0.261		5071	0.8	0.77	4.58			-0.08
Transit	1	-0.04	4.34728553					0.168		5611	0.94	0.91	4.5			-0.04
Transit	1	-0.04	23.58914398					0.304		5222	0.84	0.8	4.56			-0.04
Transit	1	-0.03	7.411141					0.221		5785	0.98	0.99	4.44			-0.03
Transit	1	0.04	8.09888799					0.863		5995	1.09	1.12	4.37			0.04
Transit	1	0.02	10.00652995					0.335		5871	1.04	1.04	4.42			0.02
Transit	1	0	10.37168453					0.259		5099	0.83	0.78	4.58			0
Transit	1	-0.12	4.40840023					0.216		5485	0.88	0.85	4.53			-0.12
Transit	1	0.06	2.0523499					1.477		6191	1.18	1.3	4.28			0.06
Transit	1	-0.02	5.00731778					0.76		5777	0.99	0.98	4.45			-0.02
Transit	1	0	4.70832654					0.75		5618	0.95	0.92	4.49			0
Transit	1	-0.01	5.39202539					0.236		5075	0.82	0.78	4.58			-0.01
Transit	1	0	4.08227507					1.088		5539	0.92	0.89	4.51			0
Transit	1	-0.02	3.31494634					0.294		5437	0.9	0.86	4.53			-0.02
Transit	1	-0.01	39.64317811					0.948		5363	0.88	0.84	4.54			-0.01
Transit	1	-0.09	21.80451088					0.291		5452	0.88	0.85	4.53			-0.09
Transit	1	-0.01	5.15448442					0.226		5441	0.89	0.86	4.53			-0.01
Transit	1	-0.03	5.74347727					0.298		5660	0.95	0.93	4.49			-0.03
Transit	1	-0.05	3.16635371					0.319		5633	0.94	0.91	4.5			-0.05
Transit	1	0.07	6.49168426					0.822		5726	1	1.01	4.43			0.07
Transit	1	0.04	3.85560355					1.238		5849	1.03	1.06	4.41			0.04
Transit	1	0.01	20.83424726					0.252		5418	0.9	0.86	4.53			0.01
Transit	1	-0.17	6.10485286					0.318		5326	0.85	0.78	4.59			-0.17
Transit	1	0.07	11.51516988					0.263		5107	0.85	0.8	4.57			0.07
Transit	1	0.03	3.60147201					0.261		5217	0.86	0.81	4.56			0.03
Transit	1	-0.24	28.59915399					0.175		3813	0.51	0.48	4.77			-0.24
Transit	1	-0.09	24.58721573					0.223		5327	0.86	0.82	4.55			-0.09
Transit	1	-0.08	12.53248465					0.296		5601	0.93	0.9	4.51			-0.08
Transit	1	0.42	7.340711	0	87.46	0.63	Mass	0.96	0.88	6000	1.18	1.12	4.44		1.3	0.42
Transit	1	0.03	3.58410122					0.408		5438	0.91	0.87	4.52			0.03
Transit	1	0.07	7.03902374					0.265		6129	1.16	1.24	4.31			0.07
Transit	1	0.07	8.36086824					0.289		4642	0.76	0.71	4.62			0.07
Transit	1	0.01	3.17926292					0.108		5486	0.94	0.85	4.55			0.01
Transit	1	0	12.06222443					0.145		5594	0.94	0.93	4.48			0
Transit	1	0.06	9.93143556					0.193		5849	1.04	1.04	4.42			0.06
Transit	1	0.09	3.48159251					0.099		5418	0.91	0.93	4.46			0.09
Transit	1	-0.03	35.61760587					0.47		5096	0.82	0.78	4.58			-0.03
Transit	1	0.08	7.40742793					0.225		5934	1.07	1.1	4.38			0.08
Transit	1	-0.11	17.31716585					0.277		5009	0.79	0.75	4.59			-0.11
Transit	1	0.3	8.8849116	0.57	89.12	10.1	Mass	1.05	11	5200	0.91	0.89	4.5		1.85	0.3
Transit	1	-0.06	17.44490636					0.219		5387	0.87	0.84	4.54			-0.06
Transit	1	-0.08	18.82747265					0.251		5373	0.87	0.83	4.54			-0.08
Transit	1	-0.03	5.74772501					0.17		4346	0.68	0.65	4.65			-0.03
Transit	1	0.05	14.5596237					0.179		5935	1.06	1.08	4.39			0.05
Transit	1	-0.19	1.22486632					0.1		5282	0.82	0.79	4.57			-0.19
Transit	1	0.02	1.02267882					0.121		6014	1.08	1.13	4.37			0.02
Transit	1	0.06	41.805985					0.203		5860	1.04	1.04	4.42			0.06
Transit	1	-0.09	10.12804789					0.181		5706	0.95	0.93	4.48			-0.09
Transit	1	0.02	3.7705521					1.131		5944	1.06	1.08	4.4			0.02
Transit	1	0.01	1.19655156					0.109		5166	0.84	0.8	4.57			0.01
Transit	1	-0.06	7.33683936					0.146		5557	0.92	0.89	4.51			-0.06
Transit	1	0.04	27.6655226					0.217		5901	1.05	1.06	4.41			0.04
Transit	1	0.09	6.10027804					0.302		5992	1.1	1.15	4.36			0.09
Transit	1	-0.05	161.5280101					0.592		5694	0.96	0.94	4.48			-0.05
Transit	1	-0.03	11.3910025					0.16		5108	0.82	0.78	4.58			-0.03
Transit	1	0.2	3.57878087	0	88	0.43	Mass	0.96	0.603	5520	0.95	0.99	4.42		1.365	0.2
Transit	1	0.01	8.73485836					0.162		5906	1.03	1.05	4.42			0.01
Transit	1	0.03	12.99207337					0.162		5714	0.98	1.11	4.33			0.03
Transit	1	0.05	3.74910006					0.128		5850	1.04	1.01	4.45			0.05
Transit	1	0.04	11.0895723					0.283		6403	1.57	2.42	3.87			0.04
Transit	1	-0.04	0.97486893					0.106		5468	0.92	0.84	4.56			-0.04
Transit	1	0.05	4.89718784					0.114		5071	0.83	0.78	4.58			0.05
Transit	1	-0.17	5.72812599					0.131		4043	0.58	0.56	4.71			-0.17
Transit	1	-0.09	3.75574426					0.15		5102	0.81	0.77	4.58			-0.09
Transit	1	-0.43	7.09714223					0.082		3804	0.46	0.44	4.81			-0.43
Transit	1	-0.18	0.355	0	79	0.006	Mass	0.105	5.57	5058	0.76	0.74	4.55		2.8	-0.18
Transit	1	0.05	0.67737516					0.079		5769	1.01	1.02	4.42			0.05
Transit	1	-0.1	13.2140732					0.258		5162	0.81	0.78	4.58			-0.1
Transit	1	-0.14	158.6853308					0.286		5867	0.98	1.01	4.42			-0.14
Transit	1	0.01	4.29264638					0.07		5521	0.93	0.89	4.51			0.01
Transit	1	0.07	31.5922646					0.141		5674	1	1.32	4.19			0.07
Transit	1	-0.02	1.97376093					1.162		4739	0.77	0.71	4.62			-0.02
Transit	1	0.09	53.5293487					0.217		4838	0.81	0.74	4.61			0.09
Transit	1	-0.09	0.9283105					0.114		4248	0.65	0.62	4.67			-0.09
Transit	1	0.05	8.39846269					0.227		6159	1.16	1.23	4.32			0.05
Transit	1	-0.06	8.63847725					0.189		5870	1.01	1.02	4.42			-0.06
Transit	1	-0.05	13.73469807					0.194		5208	0.84	0.8	4.56			-0.05
Transit	1	0.06	14.5539759					0.272		6383	1.3	1.47	4.21			0.06
Transit	1	0.08	11.30119217					0.175		5971	1.09	1.12	4.38			0.08
Transit	1	0	4.24153639					0.122		5745	0.98	0.97	4.46			0
Transit	1	0.34	11.13125132					0.188		5839	1.19	1.38	4.23			0.34
Transit	1	-0.02	29.6193421					0.15		5631	0.94	0.96	4.45			-0.02
Transit	1	0.09	6.40087618					0.116		5475	0.93	1.09	4.33			0.09
Transit	1	-0.02	27.07237711					0.194		5680	0.96	0.95	4.47			-0.02
Transit	1	0.03	13.71933369					0.213		6224	1.19	1.29	4.29			0.03
Transit	1	-0.07	133.4605235					0.614		5681	0.95	0.93	4.49			-0.07
Transit	1	-0.055	3.5224991		83.978	0.59	Mass	1.416	0.27	6213	1.21	1.49	4.17			-0.055
Transit	1	-0.09	14.13176026					0.254		5315	0.85	0.82	4.55			-0.09
Transit	1	-0.17	11.41928253					0.178		4435	0.67	0.63	4.66			-0.17
Transit	1	0.06	40.0587473					0.316		5507	0.93	0.9	4.5			0.06
Transit	1	0.02	50.28638192					0.338		5919	1.05	1.12	4.36			0.02
Transit	1	-0.06	30.8638931					0.258		6112	1.19	1.65	4.08			-0.06
Transit	1	0	8.09219642					0.102		5770	0.99	1.16	4.3			0
Transit	1	-0.04	117.93108781					0.93		5965	1.04	1.06	4.41			-0.04
Transit	1	0.05	0.63133235					0.13		4653	0.76	0.71	4.62			0.05
Transit	1	0.04	55.63934					0.269		5734	0.99	0.98	4.45			0.04
Transit	1	0.1	4.59725385					0.172		5803	1.03	1.04	4.42			0.1
Transit	1	0.05	23.58447697					0.241		5747	1.01	1.24	4.25			0.05
Transit	1	0.02	10.11716531					0.317		6761	1.45	1.71	4.13			0.02
Transit	1	-0.13	19.12947337					0.191		5743	0.95	0.93	4.48			-0.13
Transit	1	0.01	6.1469851					0.189		6162	1.15	1.22	4.33			0.01
Transit	1	-0.03	8.57503552					0.367		5028	1.25	3.42	3.46			-0.03
Transit	1	0.16	10.50682565					0.914		5286	0.9	0.85	4.54			0.16
Transit	1	0.02	3.99010623					0.806		5861	1.03	1.03	4.42			0.02
Transit	1	-0.08	10.03538581					0.456		5638	0.94	0.92	4.49			-0.08
Transit	1	-0.06	33.1995648					0.246		5279	0.86	0.81	4.55			-0.06
Transit	1	0.09	127.8338098					0.543		6260	1.23	1.36	4.25			0.09
Transit	1	-0.03	1.92279873					0.117		5191	0.84	0.8	4.56			-0.03
Transit	1	0.04	3.22296927					0.158		5928	1.06	1.08	4.4			0.04
Transit	1	0.06	4.16809082					0.14		5643	0.98	0.96	4.47			0.06
Transit	1	0.14	4.51436633					0.167		6035	1.15	1.22	4.32			0.14
Transit	1	-0.12	4.48758907					0.112		6079	1.05	1.15	4.34			-0.12
Transit	1	-0.06	51.92927591					0.502		5602	0.93	0.91	4.5			-0.06
Transit	1	-0.02	0.56785714					0.135		5039	0.81	0.77	4.58			-0.02
Transit	1	0.03	6.88337562					0.188		5698	0.98	0.97	4.46			0.03
Transit	1	-0.02	11.29695137					0.152		6037	1.07	1.11	4.38			-0.02
Transit	1	0.02	5.62153941					0.113		5732	0.99	0.97	4.46			0.02
Transit	1	-0.08	7.1396941					0.184		5596	0.92	0.9	4.5			-0.08
Transit	1	-0.18	18.7546998					0.18		4339	0.64	0.62	4.67			-0.18
Transit	1	-0.13	13.32388301					0.18		4554	0.7	0.66	4.64			-0.13
Transit	1	0.08	11.41909375					0.249		5954	1.08	1.11	4.38			0.08
Transit	1	-0.01	11.36112327					0.244		5895	1.03	1.04	4.41			-0.01
Transit	1	-0.18	16.56059504					0.228		5403	0.85	0.81	4.56			-0.18
Transit	1	-0.06	15.74957994					0.244		5770	0.98	0.96	4.46			-0.06
Transit	1	0.29	37.8144514					0.229		6058	1.22	1.31	4.29			0.29
Transit	1	0	2.49577962					1.523		5920	1.04	1.06	4.41			0
Transit	1	-0.09	124.4198398					0.467		5324	0.85	0.81	4.56			-0.09
Transit	1	-0.02	1.21956827					0.143		4848	0.78	0.73	4.6			-0.02
Transit	1	0.05	2.05387982					0.231		5830	1.02	1.03	4.42			0.05
Transit	1	-0.24	2.61302086					0.15		4128	0.59	0.57	4.7			-0.24
Transit	1	0.01	0.92785982					0.182		4913	0.79	0.75	4.59			0.01
Transit	1	0	19.80792185					0.221		5579	0.94	0.91	4.5			0
Transit	1	0.15	2.3432319					0.105		4940	0.83	0.77	4.58			0.15
Transit	1	0.15	6.91134416					0.152		5695	1.01	1.2	4.28			0.15
Transit	1	0.12	394.6244904					0.637		6059	1.23	1.64	4.1			0.12
Transit	1	0.03	7.19303878					0.159		5932	1.06	1.09	4.39			0.03
Transit	1	-0.07	8.50699658					0.15		5455	0.89	0.85	4.53			-0.07
Transit	1	0.22	44.9309804					0.227		6100	1.19	1.16	4.38			0.22
Transit	1	0.07	7.16892463					0.151		6350	1.3	1.55	4.17			0.07
Transit	1	0.04	2.14463285					1.492		6179	1.17	1.27	4.29			0.04
Transit	1	0.06	7.8866311					0.745		5835	1.03	1.03	4.42			0.06
Transit	1	0.12	8.02768059					0.83		5535	0.96	0.93	4.49			0.12
Transit	1	0.02	85.35129427					0.607		5773	0.99	0.99	4.45			0.02
Transit	1	-0.04	76.13602028					0.434		5653	0.96	0.91	4.5			-0.04
Transit	1	-0.02	20.38177573					0.276		5020	0.81	0.77	4.59			-0.02
Transit	1	0.09	5.10137945					0.289		5836	1.04	1.06	4.4			0.09
Transit	1	0.01	3.94963138					0.203		5047	0.82	0.78	4.58			0.01
Transit	1	0.04	3.14866453					0.197		5333	0.88	0.84	4.54			0.04
Transit	1	-0.03	15.59461874					0.259		5678	0.96	0.95	4.46			-0.03
Transit	1	0.04	5.83376092					0.214		5754	1	1	4.44			0.04
Transit	1	-0.01	14.16399294					0.222		5570	0.93	0.92	4.49			-0.01
Transit	1	-0.07	2.61703254					0.145		4751	0.75	0.71	4.62			-0.07
Transit	1	-0.02	150.242127					0.414		5541	0.92	0.91	4.49			-0.02
Transit	1	-0.08	5.03251791					0.183		5614	0.93	0.89	4.51			-0.08
Transit	1	0.02	40.4287755					0.322		5664	0.97	0.95	4.47			0.02
Transit	1	-0.01	21.3587621					0.248		5857	1.01	1.02	4.43			-0.01
Transit	1	0.09	22.0459018					0.334		5993	1.11	1.14	4.37			0.09
Transit	1	0.04	2.57885507					0.178		5902	1.05	1.08	4.4			0.04
Transit	1	0.07	20.5533844					0.335		6163	1.18	1.27	4.29			0.07
Transit	1	0.03	40.0686727					0.352		6020	1.09	1.13	4.37			0.03
Transit	1	0.03	27.5073799					0.259		5958	1.06	1.11	4.38			0.03
Transit	1	-0.03	5.14438011					0.128		5060	0.81	0.77	4.58			-0.03
Transit	1	-0.06	18.45847097					0.189		5261	0.85	0.81	4.56			-0.06
Transit	1	-0.03	25.9422033					0.172		5044	0.81	0.77	4.58			-0.03
Transit	1	0.05	33.3855938					0.229		5792	1.02	1.02	4.42			0.05
Transit	1	0.03	7.71468975					0.237		6761	1.46	1.74	4.12			0.03
Transit	1	0	4.44448017					0.159		5961	1.06	1.09	4.39			0
Transit	1	-0.03	3.98953967					0.11		5476	0.9	0.87	4.52			-0.03
Transit	1	-0.13	12.98495573					0.159		6116	1.06	1.09	4.4			-0.13
Transit	1	0.05	5.69919514					0.11		5715	1	0.94	4.49			0.05
Transit	1	0.11	18.11472949					0.223		6187	1.21	1.35	4.26			0.11
Transit	1	-0.01	6.24146367					0.136		6098	1.1	1.16	4.35			-0.01
Transit	1	-0.21	70.6979061					0.157		5875	0.97	0.9	4.52			-0.21
Transit	1	0.19	3.744439					0.097		5961	1.14	1.25	4.3			0.19
Transit	1	0.09	52.75875577					0.793		5954	1.09	1.13	4.37			0.09
Transit	1	0.09	53.44945593					0.572		5887	1.06	1.07	4.41			0.09
Transit	1	-0.04	13.7521072					0.251		4747	0.75	0.72	4.61			-0.04
Transit	1	-0.03	6.33855761					0.27		5820	1	0.99	4.45			-0.03
Transit	1	-0.25	9.803224					0.248		5603	0.87	0.85	4.53			-0.25
Transit	1	-0.16	2.80624233					0.137		4315	0.65	0.61	4.67			-0.16
Transit	1	-0.1	144.547396					0.226		5262	0.84	0.81	4.56			-0.1
Transit	1	0.04	8.0472642					0.213		5839	1.03	1.04	4.41			0.04
Transit	1	-0.06	5.8706191					0.133		4223	0.65	0.62	4.66			-0.06
Transit	1	-0.06	19.17891293					0.239		5595	0.93	0.91	4.49			-0.06
Transit	1	-0.01	6.9913086					0.186		4836	0.78	0.73	4.6			-0.01
Transit	1	-0.3	3.51749439					0.122		4184	0.59	0.57	4.7			-0.3
Transit	1	0	40.1099547					0.227		5647	0.95	0.93	4.49			0
Transit	1	0.05	3.02166863					0.158		6160	1.16	1.25	4.31			0.05
Transit	1	0.09	5.08274652					0.126		5461	0.95	0.86	4.55			0.09
Transit	1	-0.09	41.6979976					0.188		6035	1.06	1.02	4.45			-0.09
Transit	1	-0.15	15.86621821					0.107		6106	1.08	1.38	4.19			-0.15
Transit	1	0.15	1.34059747					0.109		5973	1.11	1.12	4.38			0.15
Transit	1	0.08	13.93290318					0.131		6154	1.17	1.23	4.33			0.08
Transit	1	0.11	6.24658		69.68	0.81	Mass	1.367	0.4	4550	1.31	6.3	2.95			0.11
Transit	1	0.12	2.36436901					0.073		6230	1.26	1.5	4.19			0.12
Transit	1	0.03	20.310501					0.232		6112	1.34	1.99	3.97			0.03
Transit	1	0.02	2.53475627					0.25		5998	1.07	1.11	4.37			0.02
Transit	1	-0.52	10.29672521					0.184		4687	0.63	0.61	4.67			-0.52
Transit	1	0.22	4.40966548					0.123		5877	1.1	1.15	4.36			0.22
Transit	1	0.08	4.59489604					0.134		6173	1.21	1.38	4.24			0.08
Transit	1	-0.05	32.2968798					0.157		5248	0.85	0.81	4.56			-0.05
Transit	1	-0.38	2.97041437					0.17		5418	0.8	0.76	4.58			-0.38
Transit	1	0.06	4.85386933					0.155		6028	1.11	1.14	4.37			0.06
Transit	1	0.07	11.04603384					0.201		6113	1.15	1.21	4.33			0.07
Transit	1	-0.12	51.300634					0.256		5663	0.93	0.91	4.5			-0.12
Transit	1	-0.05	0.93846683					0.127		5671	0.95	0.93	4.48			-0.05
Transit	1	0.07	6.93366476					0.123		5988	1.11	1.26	4.28			0.07
Transit	1	0.01	61.0370117					0.274		6167	1.14	1.23	4.32			0.01
Transit	1	0.12	33.8678531					0.209		4673	0.77	0.72	4.62			0.12
Transit	1	0.03	52.0688601					0.206		5806	1.01	1.01	4.43			0.03
Transit	1	0.03	9.1149903					0.153		5743	0.99	0.99	4.45			0.03
Transit	1	-0.11	3.9324613					0.142		4700	0.73	0.7	4.62			-0.11
Transit	1	-0.04	0.92103214					0.099		5869	1.01	1.02	4.42			-0.04
Transit	1	0.04	71.4517775					0.19		6335	1.25	1.4	4.24			0.04
Transit	1	-0.01	8.03755877					0.119		5241	0.86	0.81	4.55			-0.01
Transit	1	-0.01	1.9214374					0.122		5331	0.87	0.84	4.54			-0.01
Transit	1	-0.02	14.20443009					0.219		5346	0.87	0.84	4.54			-0.02
Transit	1	0.01	55.6738309					0.186		5001	0.81	0.77	4.59			0.01
Transit	1	-0.01	4.88083852					0.12		4830	0.78	0.73	4.61			-0.01
Transit	1	0.05	10.56134221					0.129		5482	0.92	0.89	4.51			0.05
Transit	1	-0.03	52.6298417					0.198		5533	0.92	0.89	4.51			-0.03
Transit	1	-0.12	14.878296					0.156		5471	0.88	0.85	4.54			-0.12
Transit	1	-0.08	59.6225257					0.298		5769	0.97	0.96	4.47			-0.08
Transit	1	-0.15	17.42395198					0.275		5539	0.89	0.86	4.53			-0.15
Transit	1	0.09	44.96417488					0.19		4861	0.81	0.75	4.59			0.09
Transit	1	-0.07	49.7701438					0.529		5612	0.93	0.91	4.5			-0.07
Transit	1	-0.11	43.3167737					0.235		5409	0.86	0.83	4.54			-0.11
Transit	1	-0.01	31.0033814					0.235		5718	0.97	0.97	4.46			-0.01
Transit	1	-0.09	11.79162572					0.172		5665	0.94	0.93	4.47			-0.09
Transit	1	-0.07	26.9644317					0.203		5508	0.9	0.87	4.52			-0.07
Transit	1	-0.02	7.76846622					0.165		5679	0.96	0.94	4.47			-0.02
Transit	1	0.01	8.6893073					0.26		5403	0.89	0.86	4.53			0.01
Transit	1	0.3	11.5231			0.041	Mass	0.305	1.71	5699	1.08	1.41	4.17		0.54	0.3
Transit	1	0.02	98.7180406					0.801		5857	1.02	1.02	4.44			0.02
Transit	1	-0.01	71.52530845					0.499		4834	0.77	0.73	4.6			-0.01
Transit	1	0.06	130.3546919					0.682		5730	1	0.99	4.45			0.06
Transit	1	0.02	16.78176602					0.207		4990	0.82	0.76	4.59			0.02
Transit	1	0.02	14.53244172					0.279		5350	0.89	0.84	4.54			0.02
Transit	1	0.02	5.24867263					0.268		6040	1.1	1.15	4.36			0.02
Transit	1	-0.01	5.90741354					0.491		4963	0.81	0.75	4.6			-0.01
Transit	1	0.01	9.7678805					0.184		5421	0.91	0.86	4.53			0.01
Transit	1	0.02	14.80074836					0.391		7005	1.6	2.01	4.04			0.02
Transit	1	0.04	16.2385			0.027	Mass	0.238	2.26	5690	1	1.02	4.42		1.54	0.04
Transit	1	0.02	3.12686223					0.204		4755	0.77	0.72	4.61			0.02
Transit	1	0.05	16.87727414					0.227		5582	0.96	0.9	4.51			0.05
Transit	1	0.01	12.05707239					0.176		5478	0.93	0.86	4.54			0.01
Transit	1	-0.02	9.97683705					0.237		5461	0.91	0.87	4.52			-0.02
Transit	1	0.03	13.5225106					0.189		5427	0.93	0.84	4.55			0.03
Transit	1	0.03	134.2527298					0.302		5886	1.05	1.15	4.33			0.03
Transit	1	0.04	99.747622					0.368		5840	1.02	1.02	4.43			0.04
Transit	1	-0.08	16.73652231					0.247		4511	0.7	0.67	4.64			-0.08
Transit	1	-0.06	9.59070716					0.19		5431	0.88	0.85	4.54			-0.06
Transit	1	0.04	7.03932553					0.415		6146	1.15	1.22	4.33			0.04
Transit	1	-0.06	49.6077331					0.175		5213	0.86	0.78	4.58			-0.06
Transit	1	0.07	4.19449651					0.14		3687	0.52	0.5	4.76			0.07
Transit	1	0.07	1.97034246					0.132		4897	0.8	0.75	4.59			0.07
Transit	1	0.07	105.9564148					0.353		5232	0.87	0.83	4.55			0.07
Transit	1	-0.01	26.85328322					0.234		5315	0.87	0.83	4.55			-0.01
Transit	1	-0.01	49.6221509					0.267		6002	1.07	1.09	4.38			-0.01
Transit	1	-0.02	8.0880135					0.243		5310	0.87	0.83	4.54			-0.02
Transit	1	0.18	1.54168			0.011	Mass	0.178	2.18	5539	0.99	1.11	4.34		1.12	0.18
Transit	1	0.01	11.55102504					0.238		5935	1.05	1.06	4.41			0.01
Transit	1	0.01	4.46975774					0.206		5718	0.98	0.96	4.47			0.01
Transit	1	0.05	15.7738221					0.201		6139	1.16	1.29	4.28			0.05
Transit	1	0.12	60.0855082					0.211		6052	1.13	1.08	4.42			0.12
Transit	1	0.04	43.0342272					0.189		5610	0.96	0.93	4.49			0.04
Transit	1	0	116.331901					0.266		5434	0.91	0.85	4.54			0
Transit	1	0.04	56.4349938					0.211		5642	0.96	0.98	4.43			0.04
Transit	1	0.01	105.3033148					0.291		5637	0.97	0.91	4.51			0.01
Transit	1	-0.32	17.76080053					0.185		4005	0.55	0.53	4.73			-0.32
Transit	1	0.01	7.96431535					0.197		5074	0.82	0.78	4.58			0.01
Transit	1	0.18	4.60358			0.019	Mass	0.132	10.9	4782	0.79	0.73	4.61		2.86	0.18
Transit	1	-0.25	82.5342519					0.227		4392	0.64	0.61	4.67			-0.25
Transit	1	-0.04	20.16034462					0.145		4944	0.8	0.74	4.6			-0.04
Transit	1	0.03	22.08557563					0.265		3843	0.57	0.54	4.72			0.03
Transit	1	-0.13	1.15116651					0.143		3934	0.56	0.54	4.72			-0.13
Transit	1	-0.07	28.26731672					0.241		5206	0.83	0.8	4.57			-0.07
Transit	1	0.03	3.77059058					0.177		6014	1.09	1.14	4.36			0.03
Transit	1	0.05	2.70730672					0.121		6150	1.22	1.56	4.14			0.05
Transit	1	0.07	5.65377733					0.207		6058	1.12	1.18	4.34			0.07
Transit	1	0.05	5.99185702					0.209		6237	1.29	1.65	4.11			0.05
Transit	1	-0.24	24.73712	0.29	89.912	0.02092	Mass	0.128	12.5	3131	0.15	0.19		-2.526		-0.24
Transit	1	0	2.14878	0	87	3.7	Mass	1.5	1.5	7554	1.72	2.1	4	1.176	0.33	0
Transit	1	0.37	1.689868		83.4	1.18	Mass	1.2	0.85	6210	1.3	1.32	4.31	0.371	0.72	0.37
Transit	1	0.21	138.317	0.0702	90.05	0.531	Mass	0.551		6407	1.53	1.73	4.14		0.293	0.21
Transit	1	-0.078	282.5255	0.41	89.83			0.903		5629	0.94	1	4.41	-0.102	1.3	-0.078
Transit	1	-0.03	3.1606296		88.06	2.31	Mass	0.941		4400	0.69	0.59	4.63		4.814	-0.03
Transit	1	0.171	1.4200242	0	84.08	1.294	Mass	1.143	1.076	5013	0.84	0.8	4.55	-0.438	2.286	0.171
Transit	1	0.02	1.33711647	0	86.12	2.494	Mass	1.254	1.573	4645	0.74	0.78	4.53		2.241	0.02
Transit	1	-0.041	2.5079204	0	86.8	4.31	Mass	1.096	4	6007	1.15	1.27	4.29	0.279	0.78	-0.041
Transit	1	0.103	1.8053564	0	87.5	6.1	Mass	1.135	5.1	5215	0.9	0.85	4.53	-0.318	2.07	0.103
Transit	1	0.377	2.8792319	0	88.74	4.32	Mass	1.107	3.95	5747	1.13	1.08	4.43	0.056	1.286	0.377
Transit	1	0.02	3.030065		90	0.752	Mass	1.067	0.769	5230	0.88	0.81	4.57	-0.359	2.4	0.02
Transit	1	-0.15	2.47061317		83.872	1.197	Mass	1.247	0.8	5850	0.98	1	4.43			-0.15
Transit	1	0.28	3.55392771	0.016	83.07	0.494	Mass	1.838	0.099	6295	1.45	1.81	4.09		0.347	0.28
Transit	1	0.2	1.48224686		84.27	1.79	Mass	1.194	1.31	5171	0.9	0.87	4.52		1.945	0.2
Transit	1	-0.03	2.849375	0	82.6	2.03	Mass	1.69	0.53	6900	1.57		4.04		0.28	-0.03
Transit	1	0.2	3.585722	0	85	0.5	Mass	1.41	0.24	6400	1.34	1.29	4.34		0.882	0.2
Transit	1	0.06	0.925542		86.3	1.49	Mass	1.528	0.55	6110	1.22	1.44	4.22	0.413	0.583	0.06
Transit	1	0.32	1.7554137	0	83.63	1.272	Mass	1.137	1.074	5475	1.08	0.96	4.5		1.7	0.32
Transit	1	0.28	7.87288	0	89.7	1.8	Mass	0.96	2.65	5070	0.89	0.9	4.2		1.73	0.28
Transit	1	-0.09	9.289715	0	89.49	1.925	Mass	1.085	1.86	6055	1.19	1.39	4.23		0.627	-0.09
Transit	1	0.02	5.72149	0	89.7	0.12	Mass	0.94	0.19	4430	0.69	0.66	4.5		3.45	0.02
Transit	1	0.1	4.54216875	0	86.46	0.475	Mass	1.409	0.228	5890	1.32	1.61	4.2		0.447	0.1
